id_properti,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,jumlah_lantai,usia_bangunan,jarak_pusat_kota,kondisi_bangunan,tipe_properti,garasi,kota,harga_jual
PROP-3249,207.0,103.0,5,4,2,0.0,12.6,Baik,Rumah,0,Medan,686.5
PROP-1492,303.0,213.0,4,4,2,9.0,4.5,Baik,Rumah,1,Bandung,1257.5
PROP-2728,471.0,396.0,3,3,1,27.0,8.2,Baik,Rumah,1,Jakarta,3594.1
PROP-3687,322.0,150.0,2,1,1,36.0,9.2,Buruk,Rumah,1,Surabaya,869.1
PROP-1425,156.0,76.0,3,3,2,14.0,15.7,Cukup,Townhouse,1,Surabaya,650.9
PROP-4606,130.0,81.0,2,1,1,7.0,20.5,Baik,Villa,1,Medan,410.7
PROP-4596,584.0,483.0,6,4,1,30.0,26.1,Buruk,Rumah,1,Surabaya,2374.1
PROP-0732,718.0,326.0,3,2,1,11.0,21.9,Buruk,Rumah,0,Medan,1465.9
PROP-1232,699.0,430.0,3,3,3,10.0,15.7,Baik,Townhouse,1,Semarang,2483.3
PROP-1635,244.0,170.0,3,2,1,23.0,27.1,Cukup,Rumah,0,Semarang,462.8
PROP-3937,442.0,289.0,3,3,1,31.0,18.3,Baik,Rumah,1,Semarang,1037.5
PROP-1211,707.0,501.0,2,2,1,35.0,5.0,Cukup,Townhouse,1,Jakarta,5222.9
PROP-3269,202.0,172.0,4,4,2,20.0,20.6,Baik,Villa,1,Surabaya,1450.5
PROP-1935,753.0,485.0,4,3,2,7.0,2.1,Buruk,Villa,0,Medan,3299.7
PROP-0554,675.0,546.0,5,4,1,33.0,20.3,Cukup,Townhouse,1,Bandung,2629.5
PROP-0492,295.0,158.0,2,1,2,20.0,4.6,Cukup,Rumah,0,Surabaya,957.6
PROP-2963,371.0,,3,2,2,24.0,18.9,Baik,Rumah,1,Surabaya,1160.8
PROP-2330,709.0,587.0,2,1,1,11.0,5.8,Baik,Villa,1,Bandung,3785.6
PROP-2196,70.0,64.0,5,4,3,24.0,17.9,Baik,Rumah,1,Semarang,380.5
PROP-3065,72.0,49.0,3,2,1,31.0,18.5,Buruk,Rumah,1,Medan,150.0
PROP-0658,581.0,316.0,3,3,1,12.0,14.4,Cukup,Villa,1,,3871.2
PROP-2375,426.0,362.0,3,2,1,24.0,27.7,Baik,Rumah,1,Medan,968.0
PROP-2226,423.0,372.0,3,3,2,15.0,0.7,Baik,Townhouse,1,Medan,1668.0
PROP-4265,716.0,489.0,3,2,2,25.0,20.0,Buruk,Rumah,1,Jakarta,4232.1
PROP-1171,175.0,86.0,3,3,2,20.0,18.6,Buruk,Villa,0,Semarang,473.7
PROP-0133,300.0,197.0,2,2,1,24.0,18.8,Cukup,Rumah,0,Bandung,741.6
PROP-0472,562.0,347.0,5,4,1,9.0,4.6,Buruk,Rumah,0,Jakarta,3317.3
PROP-3226,580.0,293.0,1,1,1,7.0,17.3,Cukup,Villa,0,Jakarta,3750.6
PROP-1406,270.0,197.0,4,3,1,12.0,8.9,Cukup,Rumah,1,Medan,960.9
PROP-2877,783.0,,2,2,2,24.0,12.6,Cukup,Rumah,1,Bandung,3152.5
PROP-4505,667.0,613.0,2,1,2,40.0,14.9,Baik,Villa,1,Jakarta,5704.3
PROP-4693,732.0,585.0,1,1,1,39.0,5.7,Cukup,Rumah,1,Medan,1851.0
PROP-2827,729.0,605.0,3,3,3,37.0,8.0,Baik,Rumah,1,Semarang,2223.2
PROP-0288,654.0,329.0,2,2,1,21.0,22.4,Baik,Townhouse,1,Bandung,1929.7
PROP-1870,765.0,346.0,3,2,2,25.0,26.8,Baik,Townhouse,1,Surabaya,2561.4
PROP-3115,233.0,156.0,2,2,1,12.0,3.8,Baik,Villa,1,Surabaya,1511.8
PROP-3626,493.0,377.0,2,1,3,27.0,30.0,Cukup,Townhouse,1,Bandung,1569.1
PROP-2313,721.0,436.0,2,1,1,7.0,2.9,Cukup,Rumah,1,Semarang,1874.0
PROP-4924,685.0,,3,2,1,6.0,2.1,Baik,Villa,1,Jakarta,7569.4
PROP-1619,384.0,304.0,2,2,1,26.0,28.0,Baik,Villa,0,Jakarta,3309.8
PROP-0995,286.0,212.0,3,2,1,1.0,21.5,Cukup,Rumah,1,Jakarta,1714.4
PROP-1804,729.0,648.0,3,2,1,22.0,28.0,Cukup,Townhouse,1,Bandung,3029.4
PROP-2643,534.0,448.0,3,3,2,20.0,3.1,Baik,Rumah,1,Semarang,1900.7
PROP-4803,638.0,554.0,3,3,1,26.0,24.4,Baik,Rumah,1,Surabaya,3114.9
PROP-3536,368.0,316.0,3,2,2,1.0,18.8,Baik,Rumah,1,Surabaya,1746.3
PROP-4832,703.0,479.0,3,2,2,32.0,1.3,Baik,Rumah,1,Medan,2266.9
PROP-3912,180.0,131.0,3,3,2,35.0,19.3,Baik,Villa,0,Jakarta,1263.7
PROP-2108,746.0,588.0,2,1,2,5.0,4.5,Buruk,Townhouse,1,Jakarta,6031.5
PROP-3045,165.0,118.0,3,3,2,19.0,14.7,Cukup,Rumah,0,Medan,459.2
PROP-0417,790.0,410.0,3,3,2,13.0,18.9,Baik,Rumah,0,Jakarta,4471.3
PROP-0978,772.0,699.0,3,2,1,15.0,11.2,Baik,Villa,1,Surabaya,5044.2
PROP-2418,214.0,157.0,5,4,2,33.0,3.2,Cukup,Townhouse,1,Medan,925.5
PROP-0506,272.0,122.0,3,2,1,24.0,6.6,Baik,Rumah,0,Semarang,753.2
PROP-4153,665.0,386.0,3,3,2,22.0,14.3,Cukup,Rumah,1,Bandung,1831.2
PROP-4256,760.0,683.0,2,1,2,40.0,7.0,Baik,Rumah,0,Medan,2277.4
PROP-3942,352.0,289.0,5,4,2,29.0,15.5,Baik,Villa,1,Jakarta,3681.4
PROP-0415,515.0,347.0,1,1,3,20.0,5.6,Cukup,Rumah,0,Surabaya,1821.3
PROP-4149,504.0,281.0,4,3,2,15.0,14.3,Cukup,Villa,1,Jakarta,3762.9
PROP-1184,101.0,62.0,3,2,1,4.0,5.2,Cukup,Villa,1,Bandung,783.1
PROP-0486,120.0,75.0,4,4,1,14.0,4.3,Baik,Rumah,1,Semarang,515.9
PROP-0894,193.0,164.0,4,3,2,26.0,21.3,Cukup,Rumah,1,Surabaya,794.4
PROP-0806,89.0,72.0,3,3,3,28.0,3.7,Buruk,Rumah,0,Semarang,364.1
PROP-0556,254.0,,3,3,1,22.0,16.7,Cukup,Rumah,0,Medan,745.1
PROP-3826,736.0,436.0,5,4,3,29.0,7.5,Baik,Townhouse,1,Bandung,2576.4
PROP-1198,386.0,277.0,4,4,2,0.0,5.5,Baik,Townhouse,0,Jakarta,2971.9
PROP-4254,644.0,463.0,3,3,1,2.0,18.2,Baik,Townhouse,0,Jakarta,4052.9
PROP-4059,334.0,185.0,6,4,2,27.0,21.7,Buruk,Townhouse,1,Bandung,1110.7
PROP-1294,759.0,617.0,3,2,1,33.0,20.5,Baik,Villa,0,Medan,3296.5
PROP-2222,395.0,279.0,3,3,2,37.0,13.6,Buruk,Rumah,0,Jakarta,2350.2
PROP-3505,307.0,252.0,3,2,1,28.0,8.1,Baik,Villa,1,Surabaya,2016.8
PROP-3655,772.0,460.0,3,2,1,10.0,10.0,Baik,Townhouse,1,Surabaya,3184.1
PROP-4759,380.0,264.0,1,1,2,31.0,2.4,Buruk,Rumah,1,Medan,1019.3
PROP-3007,477.0,361.0,2,1,2,7.0,14.4,Baik,Rumah,0,,1530.0
PROP-2094,97.0,48.0,4,3,1,33.0,6.1,Buruk,Townhouse,1,Jakarta,598.9
PROP-2188,515.0,320.0,3,2,1,13.0,20.0,Baik,Rumah,1,Jakarta,3013.2
PROP-3037,727.0,446.0,5,4,1,12.0,4.3,Cukup,Villa,1,Bandung,4248.0
PROP-3919,301.0,158.0,3,2,1,37.0,20.3,Cukup,Townhouse,1,Medan,657.3
PROP-1273,757.0,455.0,3,3,2,29.0,22.9,Baik,Townhouse,0,Jakarta,4326.7
PROP-0291,394.0,204.0,3,3,2,22.0,21.4,Cukup,Townhouse,1,Semarang,1069.1
PROP-4828,348.0,162.0,4,3,1,39.0,1.2,Cukup,Rumah,0,Semarang,932.5
PROP-0253,114.0,73.0,4,3,2,3.0,3.6,Baik,Rumah,1,Semarang,592.9
PROP-3246,322.0,269.0,4,4,2,8.0,29.8,Baik,Rumah,1,Semarang,1032.4
PROP-0351,288.0,215.0,5,4,2,9.0,25.0,Cukup,Rumah,0,Semarang,895.6
PROP-1188,561.0,389.0,3,3,3,39.0,8.7,Buruk,Rumah,1,Semarang,1674.8
PROP-1962,452.0,387.0,4,4,3,22.0,27.4,Cukup,Townhouse,0,Medan,1525.1
PROP-0423,101.0,50.0,2,1,2,0.0,29.5,Cukup,Townhouse,1,Jakarta,222.1
PROP-0091,677.0,484.0,3,3,2,9.0,3.3,Cukup,Townhouse,0,Medan,2011.4
PROP-3730,541.0,334.0,4,3,1,12.0,5.8,Baik,Rumah,0,Semarang,1519.2
PROP-2237,144.0,127.0,4,3,1,19.0,24.4,Baik,Rumah,0,Jakarta,761.1
PROP-0671,628.0,455.0,3,3,3,16.0,5.8,Cukup,Rumah,0,Semarang,2169.9
PROP-3041,168.0,80.0,3,2,1,0.0,18.6,Baik,Villa,1,Semarang,596.2
PROP-0027,125.0,103.0,4,4,1,22.0,10.4,Buruk,Rumah,1,Bandung,569.0
PROP-0430,206.0,138.0,2,2,2,10.0,17.5,Buruk,Rumah,0,Bandung,591.9
PROP-0684,715.0,461.0,3,2,1,29.0,24.4,Baik,Villa,1,Medan,2349.2
PROP-4464,122.0,86.0,5,4,1,6.0,1.1,Baik,Rumah,0,,825.4
PROP-3946,778.0,494.0,2,2,2,37.0,25.6,Cukup,Rumah,1,Jakarta,4029.9
PROP-3524,664.0,385.0,3,3,1,7.0,19.2,Baik,Rumah,1,Jakarta,3804.0
PROP-1542,738.0,345.0,4,3,3,19.0,28.5,Baik,Rumah,1,Bandung,1786.3
PROP-2032,508.0,444.0,4,4,1,20.0,18.0,Baik,Rumah,0,Surabaya,2441.8
PROP-2233,738.0,425.0,2,1,1,14.0,7.3,Buruk,Rumah,0,Surabaya,2403.0
PROP-4121,522.0,435.0,1,1,1,16.0,26.4,Cukup,Rumah,0,Semarang,1448.9
PROP-3236,314.0,217.0,4,4,2,12.0,14.4,Cukup,Rumah,1,Surabaya,1644.2
PROP-0255,722.0,339.0,2,1,1,29.0,1.9,Cukup,Villa,0,Jakarta,4976.5
PROP-1030,205.0,179.0,3,2,2,3.0,14.5,Baik,Townhouse,1,Jakarta,1945.0
PROP-4393,528.0,386.0,3,3,3,11.0,16.8,Baik,Rumah,1,Medan,1666.1
PROP-3801,784.0,684.0,3,2,2,38.0,12.3,Baik,Townhouse,1,Jakarta,6138.8
PROP-4311,506.0,350.0,4,3,2,18.0,28.8,Cukup,Villa,1,Medan,1944.3
PROP-2510,613.0,352.0,3,2,3,4.0,13.9,Cukup,Rumah,0,Jakarta,3103.5
PROP-2293,581.0,428.0,3,2,2,24.0,29.2,Cukup,Rumah,1,Surabaya,1878.6
PROP-1324,506.0,415.0,5,4,3,25.0,9.5,Cukup,Rumah,0,Medan,
PROP-1551,528.0,445.0,4,4,2,12.0,28.7,Cukup,Rumah,1,Medan,1639.3
PROP-4648,388.0,343.0,3,3,1,24.0,27.3,Baik,Rumah,0,Semarang,1192.3
PROP-0316,241.0,191.0,4,4,1,,21.2,Cukup,Rumah,1,Surabaya,1004.7
PROP-1243,358.0,231.0,6,4,1,14.0,6.4,Cukup,Townhouse,1,Bandung,1760.7
PROP-2451,366.0,253.0,3,3,1,21.0,4.4,Baik,Rumah,1,Semarang,1211.1
PROP-1579,612.0,508.0,3,3,2,2.0,22.5,Cukup,Townhouse,1,Jakarta,5096.4
PROP-4626,509.0,359.0,3,2,2,40.0,28.5,Buruk,Rumah,1,,1144.4
PROP-3117,756.0,426.0,1,1,1,20.0,26.8,Cukup,Townhouse,1,Bandung,2421.5
PROP-0070,554.0,373.0,3,2,2,39.0,22.9,Cukup,Rumah,1,Medan,1331.6
PROP-0860,690.0,597.0,4,4,3,0.0,27.2,Baik,Villa,0,Medan,2771.3
PROP-2754,200.0,143.0,2,2,1,40.0,17.4,Baik,Villa,0,Medan,567.0
PROP-1633,789.0,554.0,3,3,2,37.0,4.3,Baik,Villa,1,Medan,3341.4
PROP-1651,85.0,56.0,3,2,1,29.0,9.9,Buruk,Rumah,1,Jakarta,381.8
PROP-3861,411.0,357.0,3,2,2,19.0,19.6,Cukup,Villa,0,Medan,1768.0
PROP-3107,141.0,67.0,1,1,1,1.0,16.1,Cukup,Rumah,0,Jakarta,546.8
PROP-1075,655.0,506.0,3,2,1,0.0,16.7,Cukup,Rumah,0,Surabaya,2430.1
PROP-4002,150.0,106.0,3,2,2,9.0,17.8,Baik,Villa,0,Surabaya,794.3
PROP-0788,140.0,96.0,2,1,2,12.0,11.4,Cukup,Villa,0,Surabaya,750.1
PROP-2606,413.0,187.0,2,2,2,32.0,2.0,Cukup,Rumah,1,Bandung,1323.3
PROP-3631,433.0,257.0,5,4,1,15.0,16.2,Buruk,Rumah,1,Semarang,1266.3
PROP-2122,666.0,442.0,5,4,2,27.0,,Baik,Rumah,1,Medan,1879.7
PROP-1875,794.0,700.0,3,2,2,4.0,27.6,Buruk,Villa,1,Bandung,4431.2
PROP-0812,259.0,147.0,3,2,3,21.0,17.4,Cukup,Rumah,0,Bandung,734.5
PROP-0388,411.0,221.0,4,4,2,40.0,21.4,Baik,Rumah,1,Jakarta,2244.7
PROP-2883,624.0,331.0,6,4,3,5.0,21.4,Cukup,Rumah,1,Bandung,2178.9
PROP-1176,698.0,528.0,3,3,2,4.0,14.8,Cukup,Rumah,0,Surabaya,2746.8
PROP-3198,463.0,407.0,2,2,2,26.0,3.2,Baik,Rumah,1,Jakarta,3466.0
PROP-2624,565.0,488.0,3,3,2,7.0,2.0,Baik,Rumah,0,,2437.5
PROP-1352,185.0,145.0,2,2,1,21.0,9.4,Baik,Rumah,1,Bandung,630.2
PROP-0411,315.0,217.0,3,2,2,25.0,19.5,Baik,Rumah,1,Bandung,1143.3
PROP-4213,63.0,51.0,4,4,1,17.0,1.0,Baik,Rumah,0,Medan,388.2
PROP-0110,759.0,661.0,4,3,1,19.0,28.9,Cukup,Rumah,0,Medan,2205.1
PROP-4996,463.0,398.0,6,4,1,6.0,28.8,Buruk,Rumah,1,Bandung,1719.6
PROP-3430,680.0,462.0,6,4,1,24.0,29.6,Baik,Villa,0,Jakarta,5851.7
PROP-2810,340.0,173.0,4,4,2,23.0,17.5,Baik,Rumah,1,Jakarta,1644.8
PROP-2595,698.0,367.0,3,3,2,6.0,2.4,Cukup,Townhouse,0,Jakarta,4296.7
PROP-2837,169.0,153.0,4,3,2,23.0,12.5,Baik,Villa,1,Jakarta,2105.9
PROP-2373,618.0,303.0,4,3,2,7.0,9.9,Baik,Rumah,0,Jakarta,3526.5
PROP-1236,580.0,528.0,5,4,1,0.0,20.1,Baik,Villa,1,Jakarta,6176.3
PROP-2147,360.0,298.0,4,4,2,39.0,5.4,Cukup,Rumah,1,Jakarta,2384.6
PROP-4976,325.0,269.0,3,3,2,36.0,16.3,Cukup,Rumah,1,Surabaya,1292.8
PROP-0600,666.0,594.0,3,3,1,2.0,14.8,Cukup,Rumah,1,Medan,2264.4
PROP-1435,397.0,183.0,4,3,3,37.0,25.5,Baik,Rumah,1,Semarang,821.4
PROP-4997,314.0,288.0,3,3,3,5.0,18.8,Cukup,Villa,0,Medan,1506.7
PROP-0539,586.0,391.0,3,2,1,11.0,7.0,Baik,Rumah,1,Jakarta,4055.6
PROP-0722,750.0,570.0,5,4,1,21.0,18.1,Baik,Townhouse,1,Surabaya,3329.2
PROP-4411,781.0,555.0,3,2,2,15.0,26.1,Buruk,Townhouse,1,Medan,2157.7
PROP-1873,195.0,147.0,1,1,3,30.0,6.5,Baik,Rumah,1,,960.6
PROP-2846,742.0,479.0,5,4,2,29.0,20.4,Cukup,Rumah,1,Jakarta,3953.2
PROP-2054,301.0,181.0,3,3,3,1.0,29.0,Baik,Rumah,0,Bandung,993.1
PROP-2908,745.0,343.0,6,4,1,11.0,24.5,,Rumah,1,Jakarta,3510.5
PROP-2255,695.0,621.0,3,2,2,32.0,10.8,Cukup,Villa,0,Semarang,3498.7
PROP-3913,392.0,337.0,5,4,2,35.0,29.6,Cukup,Rumah,0,Medan,1158.5
PROP-0178,427.0,375.0,4,3,1,15.0,29.3,Baik,Townhouse,0,Jakarta,3116.4
PROP-2891,539.0,286.0,3,2,1,9.0,1.2,Baik,Rumah,1,Semarang,1515.2
PROP-3674,250.0,125.0,4,3,1,22.0,,Cukup,Villa,0,Jakarta,1298.4
PROP-0081,621.0,313.0,2,1,3,28.0,21.2,Baik,Rumah,1,Bandung,1725.0
PROP-2562,153.0,89.0,3,2,2,14.0,24.6,Baik,Rumah,1,Jakarta,762.9
PROP-1724,452.0,238.0,3,3,1,12.0,8.3,Cukup,Townhouse,1,Bandung,1657.1
PROP-1618,765.0,636.0,3,3,3,13.0,21.3,Baik,Rumah,0,Surabaya,3252.5
PROP-1655,192.0,99.0,3,2,1,3.0,4.0,Buruk,Villa,1,Jakarta,1812.3
PROP-2329,470.0,421.0,3,3,1,7.0,2.5,Cukup,Townhouse,1,Semarang,2139.0
PROP-4614,598.0,494.0,4,4,2,38.0,27.1,Baik,Townhouse,1,Medan,2040.1
PROP-0222,136.0,89.0,2,1,1,34.0,6.9,Baik,Rumah,0,Jakarta,755.1
PROP-0094,367.0,202.0,2,2,1,5.0,20.4,Baik,Rumah,1,Surabaya,1241.0
PROP-2610,361.0,249.0,2,1,1,39.0,1.9,Cukup,Rumah,1,Semarang,1039.7
PROP-3383,590.0,531.0,2,2,2,4.0,17.9,Cukup,Rumah,0,Medan,1659.7
PROP-4416,610.0,499.0,5,4,1,13.0,17.6,Baik,Villa,1,Semarang,2568.0
PROP-1398,721.0,649.0,3,3,1,35.0,7.1,Cukup,Rumah,0,Surabaya,3057.0
PROP-4687,603.0,285.0,2,1,1,11.0,6.1,Cukup,Townhouse,0,Jakarta,3206.7
PROP-1293,739.0,372.0,2,2,3,15.0,15.2,Cukup,Rumah,0,Jakarta,3798.4
PROP-2165,188.0,154.0,2,1,1,14.0,12.4,Buruk,Rumah,1,Semarang,546.6
PROP-2940,701.0,359.0,5,4,3,0.0,25.3,,Rumah,1,Jakarta,3887.9
PROP-3669,450.0,238.0,3,2,1,1.0,24.2,Baik,Rumah,0,Semarang,987.8
PROP-0813,194.0,136.0,3,3,1,23.0,8.7,Baik,Rumah,1,Bandung,832.9
PROP-1259,538.0,274.0,3,2,1,,30.0,Baik,Townhouse,1,Jakarta,2490.6
PROP-0890,437.0,381.0,6,4,2,6.0,14.4,Baik,Rumah,1,Bandung,2045.1
PROP-1452,264.0,238.0,5,4,2,39.0,16.2,Buruk,Villa,1,Semarang,1172.7
PROP-3317,80.0,46.0,3,2,2,14.0,1.3,Baik,Rumah,1,Jakarta,871.4
PROP-2560,240.0,201.0,3,3,3,21.0,15.4,Baik,Villa,1,Semarang,1235.2
PROP-3575,172.0,152.0,3,2,3,37.0,1.8,Buruk,Rumah,1,Semarang,626.4
PROP-2681,381.0,250.0,3,3,2,36.0,23.3,Baik,Townhouse,0,Semarang,1068.1
PROP-4652,122.0,101.0,3,2,1,10.0,25.7,Cukup,Villa,0,Medan,332.5
PROP-4812,467.0,398.0,3,3,1,23.0,13.8,Baik,Rumah,1,Jakarta,3126.4
PROP-4680,723.0,476.0,2,2,1,13.0,20.7,Cukup,Rumah,1,Semarang,1948.5
PROP-2965,234.0,168.0,2,1,2,30.0,23.4,Baik,Townhouse,1,Jakarta,1268.7
PROP-2673,413.0,241.0,4,4,1,20.0,11.3,Baik,Rumah,0,Jakarta,2434.9
PROP-0562,659.0,363.0,5,4,2,10.0,23.9,Baik,Rumah,1,Jakarta,3729.9
PROP-2779,391.0,260.0,2,2,2,23.0,15.1,Buruk,Townhouse,1,Surabaya,1216.1
PROP-2949,103.0,51.0,2,2,1,30.0,,Cukup,Rumah,0,Jakarta,195.1
PROP-2818,303.0,245.0,3,3,1,15.0,13.5,Cukup,Rumah,0,Jakarta,1931.9
PROP-2759,580.0,516.0,3,2,3,18.0,4.5,Cukup,Rumah,0,Jakarta,4398.9
PROP-1757,387.0,302.0,3,3,2,34.0,1.8,Baik,Rumah,0,Bandung,1357.7
PROP-0725,779.0,699.0,3,2,2,20.0,6.4,Baik,Townhouse,1,Bandung,3832.2
PROP-0220,573.0,476.0,5,4,2,23.0,22.9,Cukup,Rumah,1,Semarang,1881.1
PROP-4140,761.0,545.0,3,2,1,14.0,24.1,Buruk,Villa,1,Jakarta,6036.5
PROP-3958,565.0,281.0,4,3,3,31.0,9.6,Buruk,Rumah,0,Surabaya,2037.5
PROP-1589,777.0,527.0,3,2,2,7.0,16.2,Cukup,Rumah,1,Jakarta,4178.9
PROP-3348,380.0,301.0,2,2,2,36.0,5.8,Cukup,Rumah,1,Surabaya,1443.2
PROP-3971,593.0,357.0,4,4,1,22.0,29.6,Cukup,Rumah,0,Jakarta,2667.1
PROP-4708,631.0,290.0,6,4,1,28.0,23.4,Cukup,Rumah,0,Semarang,1330.1
PROP-0044,445.0,207.0,6,4,1,32.0,18.8,Cukup,Rumah,1,Bandung,1221.0
PROP-3002,498.0,290.0,4,3,1,10.0,14.5,Cukup,Rumah,0,Surabaya,1898.8
PROP-0211,283.0,255.0,3,3,1,11.0,25.4,Baik,Rumah,1,Bandung,995.8
PROP-0678,632.0,355.0,3,2,2,24.0,13.5,Buruk,Rumah,1,Jakarta,3378.1
PROP-0355,725.0,604.0,3,2,3,11.0,25.8,Baik,Rumah,1,Jakarta,4786.9
PROP-1434,661.0,509.0,5,4,1,32.0,7.3,Baik,Rumah,1,Semarang,2112.0
PROP-0950,91.0,64.0,5,4,1,25.0,6.6,Cukup,Rumah,0,Jakarta,890.3
PROP-2844,505.0,462.0,5,4,1,8.0,7.8,Cukup,Rumah,1,Semarang,1839.1
PROP-0578,184.0,140.0,3,2,1,38.0,23.2,Baik,Townhouse,1,Surabaya,536.2
PROP-3929,310.0,282.0,2,1,1,16.0,27.2,Baik,Rumah,1,Bandung,1005.7
PROP-0545,689.0,439.0,5,4,1,11.0,9.9,Baik,Townhouse,1,Surabaya,3137.8
PROP-0368,642.0,420.0,3,2,1,2.0,2.9,Baik,Rumah,1,Bandung,2452.8
PROP-1613,712.0,512.0,5,4,3,,16.3,Cukup,Rumah,1,Bandung,2482.2
PROP-3551,660.0,577.0,3,3,2,6.0,21.5,Cukup,Rumah,1,Medan,2096.7
PROP-3717,570.0,425.0,3,3,1,13.0,2.4,Cukup,Rumah,0,Bandung,2183.4
PROP-3780,410.0,314.0,2,2,2,23.0,5.9,Baik,Townhouse,1,Semarang,1479.3
PROP-0136,486.0,269.0,3,2,2,23.0,,Cukup,Rumah,0,Jakarta,2941.0
PROP-4481,430.0,329.0,2,2,2,19.0,20.9,Baik,Rumah,0,Surabaya,1533.0
PROP-1438,554.0,296.0,2,2,1,10.0,19.0,Buruk,Rumah,1,Medan,1332.5
PROP-0048,395.0,201.0,2,1,1,18.0,10.3,Cukup,Villa,1,Semarang,1245.4
PROP-1361,239.0,115.0,2,2,2,6.0,1.6,Baik,Rumah,0,Semarang,709.9
PROP-0735,720.0,392.0,2,2,1,21.0,21.1,Cukup,Rumah,0,Medan,1654.2
PROP-1535,701.0,355.0,2,2,3,2.0,18.9,Buruk,Rumah,1,Bandung,2067.0
PROP-2005,106.0,80.0,4,4,1,36.0,18.7,Baik,Rumah,0,Surabaya,277.8
PROP-3796,493.0,390.0,2,1,1,4.0,24.2,Buruk,Villa,1,Jakarta,3875.9
PROP-2520,106.0,97.0,3,2,1,0.0,11.4,Baik,Rumah,0,Jakarta,766.2
PROP-1973,188.0,116.0,3,2,2,3.0,18.0,Buruk,Rumah,1,Surabaya,615.9
PROP-0997,355.0,305.0,1,1,2,9.0,20.9,Baik,Villa,1,Jakarta,3054.3
PROP-0062,525.0,475.0,2,1,1,25.0,6.4,Baik,Rumah,1,Bandung,2374.6
PROP-1109,179.0,132.0,4,4,2,35.0,2.3,Baik,Rumah,0,Surabaya,917.3
PROP-2406,67.0,61.0,3,2,2,27.0,18.6,Baik,Rumah,1,Jakarta,372.8
PROP-0096,597.0,366.0,2,2,1,21.0,21.3,Cukup,Rumah,1,Jakarta,3268.2
PROP-0479,103.0,91.0,5,4,2,5.0,19.6,Buruk,Rumah,1,Bandung,462.8
PROP-4360,459.0,269.0,2,1,2,34.0,10.1,Baik,Villa,1,Medan,1798.6
PROP-4113,799.0,397.0,4,3,3,4.0,8.2,Cukup,Villa,1,Surabaya,3747.5
PROP-3708,702.0,556.0,3,2,1,19.0,29.8,Baik,Villa,0,Jakarta,5913.0
PROP-1102,492.0,237.0,4,3,1,14.0,25.9,Baik,Rumah,0,Jakarta,1825.6
PROP-2747,379.0,336.0,1,1,1,19.0,8.4,Baik,Rumah,1,Jakarta,3148.5
PROP-2171,317.0,156.0,2,1,2,9.0,13.4,Baik,Townhouse,1,Surabaya,1220.5
PROP-0323,572.0,274.0,3,3,1,32.0,2.6,Baik,Townhouse,1,Medan,1524.3
PROP-4255,768.0,596.0,4,4,1,36.0,26.1,Cukup,Townhouse,1,Bandung,2552.4
PROP-3143,190.0,98.0,1,1,3,17.0,27.1,Baik,Rumah,1,Jakarta,654.6
PROP-3538,300.0,266.0,3,2,1,32.0,24.2,Buruk,Townhouse,1,Jakarta,2121.3
PROP-4926,654.0,595.0,3,2,3,22.0,18.2,Cukup,Rumah,0,Surabaya,3058.8
PROP-2925,743.0,683.0,3,2,1,14.0,27.5,Baik,Rumah,1,Surabaya,3546.6
PROP-1150,95.0,70.0,3,3,1,24.0,12.7,Baik,Townhouse,1,Semarang,305.9
PROP-3618,,358.0,2,1,1,23.0,22.7,Buruk,Rumah,1,Jakarta,3224.7
PROP-0292,599.0,372.0,3,2,1,28.0,1.8,Cukup,Rumah,1,Bandung,2102.4
PROP-3750,620.0,303.0,5,4,1,39.0,,Buruk,Rumah,1,Surabaya,1594.1
PROP-3587,256.0,153.0,4,4,1,23.0,19.9,Baik,Villa,0,Jakarta,2164.2
PROP-0534,557.0,306.0,5,4,2,13.0,25.5,Cukup,Rumah,1,Bandung,1564.3
PROP-3608,765.0,553.0,2,1,2,22.0,18.9,Cukup,Rumah,0,Jakarta,4011.7
PROP-2649,409.0,295.0,2,1,1,27.0,16.4,Baik,Rumah,0,Surabaya,1437.8
PROP-4811,740.0,342.0,4,4,2,5.0,,Cukup,Rumah,1,Jakarta,3923.3
PROP-1984,94.0,60.0,4,3,3,12.0,4.1,Cukup,Rumah,1,Bandung,521.1
PROP-2933,262.0,178.0,4,3,1,31.0,8.9,Buruk,Rumah,1,Jakarta,1551.9
PROP-1537,509.0,440.0,2,1,2,14.0,27.3,Cukup,Villa,0,Jakarta,4117.1
PROP-4535,749.0,442.0,3,3,1,23.0,3.9,Baik,Villa,1,Jakarta,5650.5
PROP-4173,693.0,408.0,2,1,3,19.0,7.2,Cukup,Villa,1,Medan,2612.5
PROP-3361,358.0,304.0,3,2,1,9.0,3.2,Cukup,Villa,1,Medan,1909.3
PROP-3666,450.0,325.0,4,4,1,20.0,28.4,Baik,Townhouse,1,Surabaya,1640.1
PROP-4006,147.0,112.0,3,3,1,13.0,21.8,Baik,Villa,1,Bandung,772.6
PROP-3627,390.0,334.0,4,3,2,40.0,20.1,Buruk,Villa,1,Jakarta,3331.1
PROP-0587,326.0,154.0,3,2,3,9.0,12.0,Cukup,Villa,1,Jakarta,2418.7
PROP-3257,648.0,484.0,3,2,3,22.0,21.4,Baik,Rumah,0,Bandung,2217.6
